receiver,receiver_status,projectname,projectcode,projectmember,drop_dead_date,download_date_time,deploy_date_time,recover_date_time,bottom_depth,riser_length,instrument_depth,check_complete_time,sync_date_time,voltage_at_deploy,ar_confirm,data_downloaded,voltage_at_download,time_drift,comments,id_pk,receiver_fk,location_name,location_manager,location_description,deploy_lat,deploy_long,recover_lat,recover_long,station_name,intended_lat,intended_long,date_created,date_modified,battery_install_date,ar_battery_install_date,distance_to_mouth,source,transmit_profile,transmit_power_output,log_temperature_stats_period,log_temperature_sample_period,log_tilt_sample_period,log_noise_stats_period,log_noise_sample_period,log_depth_stats_period,log_depth_sample_period,project_fk,mooring_type,deployment_type,activation_datetime,valid_data_until_datetime
VR2W-123813,Active,Westerschelde 1,ws1,0,2018-03-09T00:00:00Z,2017-02-14T00:00:00Z,2016-09-21T00:00:00Z,2017-02-14T00:00:00Z,,,,,,,,VR2W_123813_20170214_1.csv,,,,2198,1250,STEEN,5,,51.403409,3.465898,51.40341,3.46589,ws-STEEN,51.403409,3.465898,2016-09-21T20:59:44Z,2017-02-14T20:23:42Z,,,,,,,,,,,,,,613,,acoustic_telemetry,,
VR2W-122348,Available,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-11-09T00:00:00Z,2015-09-24T00:00:00Z,2015-11-09T00:00:00Z,,,,,,,,VR2W_122348_20151109_1.csv,,,,1759,1218,"","",RO brug R12 (thv McDonalds) (enkel bij laag water bereikbaar),51.0340958,4.471940005,,,M-5,,,2016-01-28T11:37:47Z,2016-01-28T11:37:58Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-122350,Lost,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-05-28T00:00:00Z,2015-05-15T00:00:00Z,2015-05-28T00:00:00Z,,,,,,,,VR2W_122350_20150528_1.csv,,,,1761,1045,"","","SA stuw, LO aan hek W&Z",51.02483717,4.495207458,,,M-4,,,2016-01-28T11:37:59Z,2016-01-28T11:38:47Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-112297,Active,Bovenschelde,bovenschelde,1,,2012-02-07T00:00:00Z,2011-01-01T00:00:00Z,2012-02-07T00:00:00Z,,,,,,,,VR2W_112297_20120207_1.csv,,,,2297,1221,Zuidervak Ringvaart - Brug Merelbeke,,,51.0070755908,3.7512431936,,,RingvZ,,,2016-10-17T20:35:08Z,2016-10-17T21:32:38Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-122350,Lost,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-09-24T00:00:00Z,2015-05-28T00:00:00Z,2015-09-24T00:00:00Z,,,,,,,,VR2W_122350_20150924_1.csv,,,,1762,1045,"","","SA stuw, LO aan hek W&Z",51.02483717,4.495207458,,,M-4,,,2016-01-28T11:38:47Z,2016-01-28T11:39:34Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-127732,Active,Zeeschelde,zeeschelde,1,2017-08-02T14:00:00Z,2017-03-15T00:00:00Z,2016-09-29T00:00:00Z,2017-03-15T00:00:00Z,,,,,,,,VR2W_127732_20170315_1.csv,,,,2276,1195,Fort Lilo,8,"Fort Lilo, Scheldelaan Antwerpen",51.30305,4.28731,51.30305,4.28731,s-12,51.30305,4.28731,2016-09-30T23:32:20Z,2017-03-21T23:16:35Z,,,,,,,,,,,,,,5,,acoustic_telemetry,,
VR2W-129569,Active,BPNS,bpns,0,2018-02-28T00:00:00Z,2017-04-06T00:00:00Z,2016-11-29T09:00:00Z,2017-04-06T00:00:00Z,,,,,,,,VR2W_129569_20170406_1.csv,,,,2480,1305,Middelkerkebank,,,51.3033,2.7125,,,bpns-middelkerkebank,,,2016-11-30T09:20:51Z,2017-04-06T13:26:10Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-127022,Available,Albertkanaal,albert,1,2017-08-04T00:00:00Z,2017-06-23T00:00:00Z,2016-08-24T00:00:00Z,2017-06-23T00:00:00Z,,,,,,,,VR2W_127022_20170623_1.csv,,,,2278,1165,S17,,VPS netwerk Ham,51.098163,5.109424,,,S17,51.098163,5.109424,2016-10-05T18:28:04Z,2017-07-04T11:49:15Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127024,Available,Albertkanaal,albert,1,2017-08-04T00:00:00Z,2017-06-22T00:00:00Z,2016-08-31T00:00:00Z,2017-06-22T00:00:00Z,,,,,,,,VR2W_127024_20170622_1.csv,,,,2279,1093,S13,,VPS netwerk Ham,51.097103,5.111644,,,S13,51.097103,5.111644,2016-10-05T18:44:09Z,2017-07-04T13:19:46Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127027,Lost,Albertkanaal,albert,1,2017-08-04T00:00:00Z,2017-06-22T00:00:00Z,2016-10-04T00:00:00Z,2017-06-22T00:00:00Z,,,,,,,,VR2W_127027_20170622_1.csv,,,,2280,1122,S10,,VPS netwerk Ham,51.097225,5.110328,,,S10,51.097225,5.110328,2016-10-05T19:01:26Z,2017-08-02T13:12:42Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127028,Available,Albertkanaal,albert,1,2017-08-04T00:00:00Z,2017-06-23T00:00:00Z,2016-08-24T00:00:00Z,2017-06-23T00:00:00Z,,,,,,,,VR2W_127028_20170623_1.csv,,,,2281,1166,S18,,VPS netwerk Ham,51.097433,5.109707,,,S18,51.097433,5.109707,2016-10-05T19:18:25Z,2017-08-02T13:40:28Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-112287,Active,Zeeschelde,zeeschelde,1,2018-01-11T14:00:00Z,2016-11-25T00:00:00Z,2016-10-13T00:00:00Z,2016-11-25T00:00:00Z,,,,,,,,VR2W_112287_20161125_1.csv,,,,2296,1209,Gontrode,,"Gontrode Heirweg 4 Melle, onder de brug",51.00588,3.77876,51.00588,3.77876,s-2,51.00588,3.77876,2016-10-13T21:41:22Z,2016-11-25T12:26:21Z,,,,,,,,,,,,,,5,,acoustic_telemetry,,
VR2W-127024,Available,Albertkanaal,albert,1,,2016-01-28T00:00:00Z,2015-10-06T00:00:00Z,2016-01-28T00:00:00Z,,,,,,,,VR2W_127024_20160128_1.csv,,,,2976,1093,S13,,VPS netwerk Ham,51.097103,5.111644,,,S13,51.097103,5.111644,2017-09-29T08:11:16Z,2017-10-09T08:27:24Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2C-450113,Available,BPNS,bpns,0,,2016-10-25T00:00:00Z,2016-08-30T00:00:00Z,2016-10-25T00:00:00Z,,,,,,,,VR2C_69_450113_20161025_1.csv,,,,1927,1311,bpns-LottoBuoy,,@ Lottobuoy,51.5666667,2.983333,51.5875,2.99972,bpns-LottoBuoy,51.5666667,2.983333,2016-02-23T16:01:52Z,2017-11-13T13:52:49Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-122364,Active,Demer,demer,1,2016-10-15T00:00:00Z,2015-01-07T00:00:00Z,2014-12-16T12:00:00Z,2015-01-07T00:00:00Z,,,,,,,,VR2W_122364_20150107_1.csv,,,", has_weight:, is_moored:, deploy_number:2",1585,1054,4,,aan voetgangersbrug in de zwarte beek op rechter oever aan een boom,50.9918161,5.0578433,,,de-13,,,2016-01-22T10:59:28Z,2017-01-16T11:27:04Z,,,,source excel inbo,,,,,,,,,,7,,acoustic_telemetry,,
VR2W-122350,Lost,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-11-09T00:00:00Z,2015-09-24T00:00:00Z,2015-11-09T00:00:00Z,,,,,,,,VR2W_122350_20151109_1.csv,,,,1763,1045,"","","SA stuw, LO aan hek W&Z",51.02483717,4.495207458,,,M-4,,,2016-01-28T11:39:34Z,2016-01-28T11:46:42Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-122364,Active,Demer,demer,1,2015-07-10T00:00:00Z,2014-12-16T12:00:00Z,2014-04-10T00:00:00Z,2014-12-16T12:00:00Z,,,,,,,,,,,", has_weight:, is_moored:, deploy_number:1",1432,1054,IN_VB_ROZB,2,aan voetgangersbrug in de zwarte beek op rechter oever aan een boom,50.9918161,5.0578433,,,de-13,,,2016-01-22T10:59:28Z,2016-10-05T21:01:09Z,,,,source excel inbo,,,,,,,,,,7,,acoustic_telemetry,,
VR2W-124070,Lost,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-05-15T00:00:00Z,2015-04-16T00:00:00Z,2015-05-15T00:00:00Z,,,,,,,,VR2W_124070_20150515_1.csv,,,,1803,1179,M-2,,LO rond wateruitlaat,51.02082596,4.498485779,,,M-2,,,2016-01-28T11:59:42Z,2016-10-05T22:12:08Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-112287,Active,Zeeschelde,zeeschelde,1,2018-01-11T14:00:00Z,2016-10-13T00:00:00Z,2016-10-11T00:00:00Z,2016-10-13T00:00:00Z,,,,,,,,VR2W_112287_20161013_1.csv,,,,2295,1209,Gontrode,,"Gontrode Heirweg 4 Melle, onder de brug",51.00588,3.77876,51.00588,3.77876,s-2,51.00588,3.77876,2016-10-11T20:40:40Z,2016-10-13T21:41:22Z,,,,,,,,,,,,,,5,,acoustic_telemetry,,
VR2W-124061,Available,Dijle,dijle,1,2016-11-09T00:00:00Z,2017-01-26T00:00:00Z,2015-11-09T00:00:00Z,2017-01-26T00:00:00Z,,,,,,,,VR2W_124061_20170126_1.csv,,,,1802,1058,Mulzenbrug,,"LO onder Mulzenbrug, Brugstraat/Neerstraat, Mechelen",51.01136918,4.520968635,,,M-1,51.01136918,4.520968635,2016-01-28T11:59:38Z,2017-01-26T14:47:33Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-124064,Lost,Albertkanaal,albert,1,2017-08-31T00:00:00Z,2017-01-11T00:00:00Z,2016-08-31T00:00:00Z,2017-01-11T00:00:00Z,,,,,,,,VR2W_124064_20170111_1.csv,,,receiver uitgehaald en vervangen door een VRTx (480876),2289,1024,S09,,VPS netwerk Ham,51.097162,5.11063,,,S09,51.097162,5.11063,2016-10-06T08:49:29Z,2017-02-01T14:13:02Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-115447,Active,Westerschelde 2,ws2,1,2016-04-30T00:00:00Z,2015-09-22T00:00:00Z,2015-04-15T00:00:00Z,2015-09-22T00:00:00Z,,,,,,,,VR2W_115447_20150922_1.csv,,,", has_weight:TRUE, is_moored:TRUE, deploy_number:2",1503,1026,17 Iso 8s 18,,Pas van Terneuzen,51.3482621,3.8147323,51.34826,3.81473,ws-18,51.3482621,3.8147323,2016-01-22T10:59:28Z,2016-07-19T10:42:04Z,,,,source excel inbo,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-112297,Active,Bovenschelde,bovenschelde,1,,2012-03-01T00:00:00Z,2012-02-07T00:00:00Z,2012-03-01T00:00:00Z,,,,,,,,VR2W_112297_20120301_1.csv,,,,2298,1221,Zuidervak Ringvaart - Brug Merelbeke,,,51.0070755908,3.7512431936,,,RingvZ,,,2016-10-17T20:37:14Z,2016-10-17T20:37:17Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-123821,Active,Westerschelde 1,ws1,0,2016-12-09T00:00:00Z,2015-05-08T00:00:00Z,2014-05-22T00:00:00Z,2015-05-08T00:00:00Z,,,,,,,,VR2W_123821_20150508_1.csv,,,", has_weight:TRUE, is_moored:TRUE, deploy_number:1",1612,1121,DL-9,5,"",51.465842,3.48868,51.46584,3.48868,ws-DL9,,,2016-01-22T10:59:28Z,2016-01-28T11:58:54Z,,,,source excel inbo,,,,,,,,,,613,,acoustic_telemetry,,
VR2W-122338,Lost,Westerschelde 2,ws2,1,2016-12-22T00:00:00Z,,2015-09-22T00:00:00Z,2016-03-02T15:00:00Z,,,,,,,,,,,,1750,1232,25A,,former K,51.352186,3.781008,51.352186,3.781008,ws-25A,51.352186,3.781008,2016-01-28T11:36:28Z,2016-06-13T09:18:17Z,,,,,,,,,,,,,,614,,acoustic_telemetry,,
VR2W-112297,Active,Bovenschelde,bovenschelde,1,,2012-09-10T00:00:00Z,2012-03-01T00:00:00Z,2012-06-30T00:00:00Z,,,,,,,,VR2W_112297_20120910_1.csv,,,,2299,1221,Zuidervak Ringvaart - Brug Merelbeke,,,51.0070755908,3.7512431936,,,RingvZ,,,2016-10-17T20:37:17Z,2016-10-17T20:47:31Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-127733,Active,Westerschelde 3,ws3,1,2016-12-22T00:00:00Z,,2016-03-02T00:00:00Z,2016-04-20T10:00:00Z,,,,,,,,VR2W_127733_20160526_1.csv,,,,1964,1238,FZ2,5,FZ2,51.42601,4.03575,51.42601,4.03575,ws-FZ2,,,2016-03-03T11:59:19Z,2017-02-27T11:36:14Z,,,,,,,,,,,,,,615,,acoustic_telemetry,,
VR2W-123826,Active,BPNS,bpns,0,2016-09-26T00:00:00Z,2015-06-26T00:00:00Z,2015-03-16T00:00:00Z,2015-06-26T00:00:00Z,,,,,,,,VR2W_123826_20150626_1.csv,,,,1796,1072,WZ,1,"",51.376167,3.178666667,51.37617,3.17867,bpns-WZ,,,2016-01-28T11:58:55Z,2016-01-28T11:58:55Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-124061,Available,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-05-28T00:00:00Z,2015-05-15T00:00:00Z,2015-05-28T00:00:00Z,,,,,,,,VR2W_124061_20150528_1.csv,,,,1799,1058,"","",LO onder Mulzenbrug,51.01136918,4.520968635,,,M-1,,,2016-01-28T11:58:55Z,2016-01-28T11:59:01Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-124061,Available,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-09-24T00:00:00Z,2015-05-28T00:00:00Z,2015-09-24T00:00:00Z,,,,,,,,VR2W_124061_20150924_1.csv,,,,1800,1058,"","",LO onder Mulzenbrug,51.01136918,4.520968635,,,M-1,,,2016-01-28T11:59:01Z,2016-01-28T11:59:12Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-124061,Available,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-11-09T00:00:00Z,2015-09-24T00:00:00Z,2015-11-09T00:00:00Z,,,,,,,,VR2W_124061_20151109_1.csv,,,,1801,1058,"","",LO onder Mulzenbrug,51.01136918,4.520968635,,,M-1,,,2016-01-28T11:59:12Z,2016-01-28T11:59:38Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-124070,Lost,Dijle,dijle,1,2016-11-09T00:00:00Z,2015-05-28T00:00:00Z,2015-05-15T00:00:00Z,2015-05-28T00:00:00Z,,,,,,,,VR2W_124070_20150528_1.csv,,,,1804,1179,"","",LO rond wateruitlaat,51.02082596,4.498485779,,,M-2,,,2016-01-28T11:59:42Z,2016-01-28T11:59:57Z,,,,,,,,,,,,,,12,,acoustic_telemetry,,
VR2W-123833,Broken,BPNS,bpns,0,2015-09-18T00:00:00Z,2016-03-15T00:00:00Z,2015-07-01T00:00:00Z,2016-01-31T00:00:00Z,,,,,,,,VR2W_123833_20160315_1.csv,,,"Lost, buoy adrift somewhere in the North Sea, last seen in The Netherlands",1798,1167,GARDEN CITY,1,,51.485333,2.298666667,,,bpns-GARDENCITY,51.485333,2.298666667,2016-01-28T11:58:55Z,2016-07-20T10:18:03Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-110778,Active,Thorntonbank,thornton,0,,2012-10-11T00:00:00Z,2011-03-11T00:00:00Z,2012-10-11T00:00:00Z,,,,,,,,VR2W_110778_20121011_1.csv,,,,1270,772,R04,,,51.54957,2.92508,,,R04,51.54957,2.92508,2015-12-10T16:09:31Z,2015-12-10T16:13:14Z,,,,,,,,,,,,,,1,,acoustic_telemetry,,
VR2W-123826,Active,BPNS,bpns,0,2016-09-26T00:00:00Z,,2015-06-26T00:00:00Z,2015-10-26T00:00:00Z,,,,,,,,,,,,1797,1072,WZ,1,,51.376167,3.178666667,51.37617,3.17867,bpns-WZ,,,2016-01-28T11:58:55Z,2016-03-23T14:23:39Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-106251,Broken,BPNS,bpns,0,,2015-06-26T00:00:00Z,2014-10-31T00:00:00Z,2015-06-26T00:00:00Z,,,,,2015-12-01T14:00:00Z,,,VR2W_106251_20150626_1.csv,,,,1261,769,bpns-OOSTDYCK,,,51.356333,2.518666667,,,bpns-OOSTDYCK,51.356333,2.518666667,2015-12-10T14:55:02Z,2016-09-26T17:21:27Z,,,,,,,,,,,,,,9,,acoustic_telemetry,,
VR2W-123815,Active,Westerschelde 1,ws1,0,2018-03-09T00:00:00Z,2017-02-14T00:00:00Z,2016-09-21T00:00:00Z,2017-02-14T00:00:00Z,,,,,,,,VR2W_123815_20170214_1.csv,,,,2199,1113,W-6,5,,51.41834,3.453181,51.41834,3.45318,ws-W6,51.41834,3.453181,2016-09-21T20:59:57Z,2017-02-14T20:23:49Z,,,,,,,,,,,,,,613,,acoustic_telemetry,,
VR2W-122354,Available,Albertkanaal,albert,1,2017-08-31T00:00:00Z,2017-06-22T00:00:00Z,2016-08-31T00:00:00Z,2017-06-22T00:00:00Z,,,,,,,,VR2W_122354_20170622_1.csv,,,,2277,1101,Ham SO,,nieuwe locatie: 100m SO aan trapje op LO,51.096888,5.1133155,,,ak-29,,,2016-10-05T18:09:49Z,2017-07-04T09:34:57Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-127023,Available,Albertkanaal,albert,1,2017-08-04T00:00:00Z,2017-06-23T00:00:00Z,2016-08-24T00:00:00Z,2017-06-23T00:00:00Z,,,,,,,,VR2W_127023_20170623_1.csv,,,,2286,1088,S07,,VPS netwerk Ham,51.096973,5.110242,,,S07,51.096973,5.110242,2016-10-05T23:18:39Z,2017-07-04T12:56:54Z,,,,,,,,,,,,,,14,,acoustic_telemetry,,
VR2W-123817,Active,Westerschelde 1,ws1,0,2018-03-09T00:00:00Z,2017-02-14T00:00:00Z,2016-09-21T00:00:00Z,2017-02-14T00:00:00Z,,,,,,,,VR2W_123817_20170214_1.csv,,,,2200,1063,TRAWL,5,,51.437785,3.470347,51.43779,3.47035,ws-TRAWL,51.437785,3.470347,2016-09-21T20:59:59Z,2017-02-14T20:23:55Z,,,,,,,,,,,,,,613,,acoustic_telemetry,,
VR2W-127725,Active,Westerschelde 3,ws3,1,2016-12-22T00:00:00Z,2016-03-02T00:00:00Z,2015-09-22T00:00:00Z,2016-03-02T00:00:00Z,,,,,,,,VR2W_127725_20160302_1.csv,,,", has_weight:TRUE, is_moored:TRUE, deploy_number:1",1630,1098,"",5,"",51.43484,4.02702,51.43484,4.02702,ws-HW6,,,2016-01-22T10:59:28Z,2016-03-03T11:59:18Z,,,,source excel inbo,,,,,,,,,,615,,acoustic_telemetry,,
VR2W-113528,Active,Bovenschelde,bovenschelde,1,,2012-02-28T00:00:00Z,2011-01-01T00:00:00Z,2012-02-28T00:00:00Z,,,,,,,,VR2W_113528_20120228_1.csv,,,,2301,1039,Tijarm - Begin Tijarm,,,51.0051514753,3.7460791718,,,T0,,,2016-10-17T21:13:24Z,2016-10-17T21:33:23Z,,,,,,,,,,,,,,11,,acoustic_telemetry,,
VR2W-113527,Lost,Westerschelde 2,ws2,1,2013-12-01T00:00:00Z,,2012-07-01T00:00:00Z,2014-01-07T00:00:00Z,,,,,,,,,,,"Bij uitlezing 07/01/14: nieuwe boei, geen  receiver. Op 30/01/14 vervangen door 124071, has_weight:, is_moored:, deploy_number:1",1387,1125,20 Iso 8s 12A,"",Pas van Terneuzen,51.3648799,3.765539,,,ws-12A,,,2016-01-22T10:59:28Z,2016-01-22T10:59:28Z,,,,source excel inbo,,,,,,,,,,614,,acoustic_telemetry,,
